Álcool Líquido Tradicional 46º Zulu 1 L| 5,63
Álcool Líquido Zulu 70º 1 L| 6,37
Álcool Sólido Acende Fácil Reax 170 Gramas| 7,65
Alho Frito Granulado La Violetera 500 Gramas| 25,11
Amaciante de Roupa Blue Concentrado Ypê 500 Ml| 6,02
Amaciante de Roupas Passa Fácil Mon Bijou Pureza Bom Bril 2 L| 6,21
Amaciante de Roupas Ypê Aconchego 2 L| 6,90
Ameixa Inteira Em Calda Cepêra 400 Gramas| 10,63
Amendoim Branco Pachá 500 Gramas| 4,03
Amendoim Crocante Sabor Levemente Apimentado Pachá 500 Gramas| 7,79
Amendoim Crocante Sabor Levemente Salgado Pachá 500 Gramas| 7,79
Amendoim Crocante Sabor Salsa e Cebola Pachá 500 Gramas| 7,79
Amendoim Crocante Tipo Japonês Pachá 500 Gramas| 7,79
Amendoim Crocante Torrado e Salgado Pachá 500 Gramas| 8,14
Amendoim Cru Amendorei 500 Gramas| 5,10
Amendoim Cru Pachá 500 Gramas| 5,21
Amendoim de Chocolate Dori 700 Gramas| 9,22
Amendoim Torrado e Granulado Amendorei 500 Gramas| 4,83
Amendoim Torrado e Moído Amendorei  500 Gramas| 4,14
Amendoim Torrado Em Grãos Amendorei 500 Gramas| 4,17
Amendoim Torrado Em Grãos Pachá 500 Gramas| 4,24
Amido de Milho Fleischmann 200 Gramas| 2,27
Amido de Milho Fleischmann 500 Gramas| 4,83
Amido de Milho Riconi 500 Gramas| 1,97
Anéis de Cebola Empanados Congelados Grano 450 Gramas| 8,70
Arroz 7 Cereais + Soja Tio João 500 Gramas| 5,95
Arroz Agulhinha Integral Natureza Viva 1 Kg| 4,77
Arroz Agulhinha Orgânico Camil 1 Kg| 7,55
Arroz Agulhinha Tipo 1 Alegrete 5 Kg| 14,14
Arroz Agulhinha Tipo 1 Camil 5 Kg | 16,06
Arroz Agulhinha Tipo 1 Carrijo 5 Kg| 12,07
Arroz Agulhinha Tipo 1 Pilecco Nobre 5 Kg | 17,61
Arroz Agulhinha Tipo 1 Plus Codil 5 Kg | 17,65
Arroz Agulhinha Tipo 1 Prato Fino 5 Kg| 18,50
Arroz Agulhinha Tipo 1 Reserva Especial Camil 5 Kg | 18,03
Arroz Agulhinha Tipo 1 Tio João 2 Kg| 7,76
Arroz Agulhinha Tipo 1 Tio João 5 Kg| 19,42
Arroz Agulhinha Tipo1 Alegrete 1 Kg| 2,90
Arroz Agulhinha Tipo1 Alegrete 2 Kg| 5,69
Arroz Agulhinha Tipo1 Camil 6 Unidades de 5 Kg| 86,50
Arroz Agulhinha Tipo1 Prato Fino 10 Unidades de 1 Kg| 36,98
Arroz Agulhinha Tipo1 Prato Fino 2 Kg| 7,51
Arroz Gourmet Basmati Camil 500 Gramas| 10,42
Arroz Gourmet Preto Camil 250 Gramas| 10,00
Arroz Gourmet Selvagem Camil 250 Gramas| 21,87
Arroz Gourmet Vermelho Camil 500 Gramas| 21,86
Arroz Integral Já Cozido Orgânico Vapza 250 Gramas| 3,75
Arroz Integral Já Cozido Vapza 280 Gramas| 2,99
Arroz Integral Orgânico Prato Fino 1 Kg| 9,46
Arroz Oriental Codil 1 Kg| 4,77
Arroz Oriental Tipo 1  Prato Fino 6 Unidades de 5 Kg| 213,05
Arroz Oriental Tipo 1 Prato Fino 5 Kg| 27,71
Arroz Oriental Tipo1 Prato Fino 1 Kg| 6,17
Arroz Para Risoto Arbório Meu Biju 1 Kg| 12,29
Arroz Para Risoto Carnaroli Camil 1 Kg| 14,57
Arroz Para Risoto Italiano Prato Fino 1 Kg| 13,25
Arroz Parboilizado Integral Prato Fino 1 Kg| 4,20
Arroz Parboilizado Integral Tipo1 Tio João 1 Kg| 4,69
Arroz Parboilizado Tipo 1 Pilecco Nobre 5 Kg| 15,16
Arroz Parboilizado Tipo 1 Prato Fino 5 Kg| 16,65
Arroz Parboilizado Tipo1 Prato Fino 1 Kg| 3,39
Arroz Pró-Integral Tipo 1 Pilecco Nobre 1 Kg | 5,10
Arroz Tradicional Tipo 1 Codil 5 Kg| 13,93
Arroz Tradicional Tp1 Codil 6 Unidades 5 Kg| 76,28
Aspargos Brancos Em Pedaços La Violetera 500 Gramas| 10,87
Aspargos Brancos Inteiro La Violetera 500 Gramas| 14,95
Aspargos Brancos Ting 500 Gramas| 16,73
Aspargos Verdes Gomes da Costa 345 Ml| 14,35
Atum Em Pedaços Ao Natural Light Beira Mar 170 Gramas| 6,07
Atum Em Pedacos Em Óleo Beira Mar 170 Gramas| 6,07
Atum Em Pedaços Em Óleo Beira Mar 340 Gramas| 12,50
Atum Em Pedaços Em Óleo Coqueiro 110 Gramas| 6,45
Atum Em Pedaços Em Óleo Gomes da Costa 120 Gramas| 6,29
Atum Em Pedaços Em Óleo Pouch Gomes da Costa 500 Gramas| 19,96
Atum Pedaços Em Óleo Pouch Coqueiro 480 Gramas| 15,21
Atum Ralado Ao Natural Beira Mar 170 Gramas| 3,94
Atum Ralado Em Água Light Coqueiro 120 Gramas| 4,39
Atum Ralado Em Óleo Beira Mar 170 Gramas| 3,94
Atum Ralado Em Óleo Beira Mar 400 Gramas| 9,67
Atum Ralado Em Óleo Coqueiro 120 Gramas| 4,37
Atum Ralado Em Óleo Gomes da Costa 130 Gramas| 4,29
Atum Ralado Em Óleo Pouch 88 500 Gramas| 12,21
Atum Ralado Em Óleo Pouch Coqueiro 480 Gramas| 15,75
Atum Ralado Em Óleo Pouch Gomes da Costa 500 Gramas| 13,79
Atum Sólido Ao Natural Light Beira Mar 170 Gramas| 6,75
Atum Sólido Com Água Mineral Beira Mar 170 Gramas| 7,02
Atum Sólido Em Óleo Beira Mar 170 Gramas| 6,75
Atum Sólido Em Óleo Gomes da Costa 170 Gramas| 6,75
Aveia Em Flocos Finos Natureza Viva 500 Gramas| 3,43
Aveia Em Flocos Granmais 1 Kg| 7,16
Aveia Em Flocos Médio Contemper 1 Kg| 6,80
Aveia Em Flocos Médio Natureza Viva 500 Gramas| 3,43
Aveia Em Flocos Médio Pink 500 Gramas| 3,76
Aveia Em Flocos Pachá 500 Gramas| 3,28
Azeite de Dendê Pet Cepêra 900 Ml| 12,33
Azeite de Dendê Vidro Cepêra 200 Ml| 4,63
Azeite de Oliva Condimentado Com Alecrim Fresco Vidro Borges 200 Ml| 23,56
Azeite de Oliva Condimentado Com Casquinha de Limão Vidro Borges 200 Ml| 19,58
Azeite de Oliva Condimentado Com Manjericão Fresco Vidro Borges 200 Ml| 23,56
Azeite de Oliva Condimentado Com Molho Shoyu e Gengibre Vidro Borges 200 Ml| 19,58
Azeite de Oliva Extra Virgem Belo Porto 500 Ml| 17,66
Azeite de Oliva Extra Virgem Colheita Madura Vidro Gallo 500 Ml| 24,59
Azeite de Oliva Extra Virgem Equilibrado Vidro Borges 500 Ml| 15,77
Azeite de Oliva Extra Virgem Lata Gallo 200 Ml| 10,43
Azeite de Oliva Extra Virgem Marcante Vidro Borges 500 Ml| 17,86
Azeite de Oliva Extra Virgem Orgânico Vidro Andorinha 500 Ml| 24,15
Azeite de Oliva Extra Virgem Pet Cocinero 250 Ml| 8,71
Azeite de Oliva Extra Virgem Pet Cocinero 500 Ml| 16,91
Azeite de Oliva Extra Virgem Seleção Vidro Andorinha 500 Ml| 19,54
Azeite de Oliva Extra Virgem Spray Andorinha 200 Ml| 17,29
Azeite de Oliva Extra Virgem Suave Vidro Gallo 500 Ml| 23,92
Azeite de Oliva Extra Virgem Vidro Andorinha 250 Ml| 10,52
Azeite de Oliva Extra Virgem Vidro Andorinha 500 Ml| 18,61
Azeite de Oliva Extra Virgem Vidro Borges 250 Ml| 14,63
Azeite de Oliva Extra Virgem Vidro Borges 500 Ml| 20,84
Azeite de Oliva Extra Virgem Vidro Gallo 250 Ml| 13,62
Azeite de Oliva Extra Virgem Vidro La Espanhola 500 Ml| 17,92
Azeite de Oliva Extra Virgem Vidro Maria 500 Ml| 16,80
Azeite de Oliva Extra Virgem Vidro Vivanda 500 Ml| 16,17
Azeite de Oliva Extra Virgem Vintage Vidro Andorinha 500 Ml| 24,15
Azeite de Oliva Lata Gallo 200 Ml| 8,71
Azeite de Oliva Vidro Gallo 250 Ml| 13,62
Azeitona Verde Fatiada Antonella 200 Gramas| 4,25
Azeitona Verde Recheada Antonella 200 Gramas| 4,25
Azeitona Verde Sem Caroço Antonella 200 Gramas| 4,25
Bala Dura Sortida Icekiss 600 Gramas| 5,99
Bala Gelatina Coração Docile 1 Kg| 20,56
Balas de Caramelos de Leite Com Chocolate Embaré 660 Gramas| 10,48
Balas de Caramelos de Leite Original Embaré 660 Gramas| 9,37
Balas de Caramelos Meio A Meio Leite e Chocolate Embaré 660 Gramas| 9,58
Bandeja de Isopor Trl-01 150X150x18 Mm Totalplast Com 400 Unidades| 26,06
Bandeja de Isopor Trl-02 210X140x18 Mm Totalplast Com 400 Unidades| 34,68
Banha Frimesa 1 Kg| 5,64
Barra de Cereais Sabor Maçã,Canela e Uva Passa Zero Açúcar Linea 3 Unidades de 25 Gramas| 4,20
Batata Cubada Já Cozida Vapza 500 Gramas| 2,04
Batata Doce Em Cubos Já Cozida Vapza 500 Gramas| 6,58
Batata Inteira Já Cozida Vapza 500 Gramas| 6,80
Batata Lisa Petisco Croques 200 Gramas| 4,52
Batata Palha Extra Fina Yoki 120 Gramas| 4,31
Batata Palha Life 1 Kg| 10,31
Batata Palha Tradicional Fritex 500 Gramas| 12,54
Batata Palha Yoki 500 Gramas| 13,41
Batata Sabor Barbecue Pringles 128 Gramas| 10,49
Bebida Láctea Sabor Morango Cemil 27 Unidades de 200 Ml| 19,88
Bebida Láctea Vitamina Pirakids 27 Unidades de 200 Ml| 11,33
Bebida Láctea Vitamina Vitamil 1 L| 2,78
Bebida Láctea Vitamina Vitamil Cemil 27 Unidades de 200 Ml| 19,13
Bicarbonato de Sódio Pachá 12 Unidades de 80 Gramas| 13,29
Biscoitão de Queijo Congelado Tia Tânia 2 Kg| 28,82
Biscoito Água e Sal Vilma Caixa Com 36 Unidades de 150 Gramas| 46,92
Biscoito Amanteigado Sabor Chocolate Vilma Caixa Com 20 Unidades de 300 Gramas| 57,64
Biscoito Amanteigado Sabor Coco Vilma Caixa Com 20 Unidades de 300 Gramas| 58,30
Biscoito Amanteigado Sabor Leite Vilma Caixa Com 20 Unidades de 300 Gramas| 56,82
Biscoito Carinho Metade Coberta de Chocolate Barion 1,7 Kg| 49,76
Biscoito Champagne Nataline 360 Gramas| 5,11
Biscoito Cream Cracker Aymoré Caixa Com 40 Unidades de 200 Gramas| 71,11
Biscoito Cream Cracker Integral Vilma Caixa Com 36 Unidades de 150 Gramas| 59,98
Biscoito Cream Cracker Vilma Caixa Com 36 Unidades de 150 Gramas| 46,93
Biscoito de Arroz Integral Chia e Linhaça Mini Camil 150 Gramas| 4,81
Biscoito de Arroz Integral Com Pimenta Mini Camil 150 Gramas| 4,81
Biscoito de Arroz Integral Natural Mini Camil 150 Gramas| 4,81
Biscoito de Polvilho Escaldado Barbiere 150 Gramas| 4,09
Biscoito de Provolone Congelado Forno Mineiro 1 Kg| 14,69
Biscoito Maizena Aymoré Caixa Com 40 Unidades de 200 Gramas| 70,95
Biscoito Maizena Vilma Caixa Com 20 Unidades de 400 Gramas| 59,99
Biscoito Maria Aymoré Caixa Com 30 Unidades de 200 Gramas| 53,36
Biscoito Papa Ovo Barbiere 150 Gramas| 4,09
Biscoito Polvilho Palito Barbiere 150 Gramas| 4,09
Biscoito Recheado Sabor Chocolate Vilma Caixa Com 30 Unidades de 115 Gramas| 32,90
Biscoito Recheado Sabor Limão Vilma Caixa Com 30 Unidades de 115 Gramas| 32,16
Biscoito Recheado Sabor Morango Vilma Caixa Com 30 Unidades de 115 Gramas| 31,66
Biscoito Rosquinha Sabor Chocolate Vilma 800 Gramas| 6,26
Biscoito Rosquinha Sabor Chocolate Vilma Caixa Com 15 Unidades de 330 Gramas| 43,46
Biscoito Rosquinha Sabor Chocolate Vilma Caixa Com 6 Unidades de 800 Gramas| 35,03
Biscoito Rosquinha Sabor Coco Barbieri 800 Gramas| 7,35
Biscoito Rosquinha Sabor Coco Vilma 800 Gramas| 6,26
Biscoito Rosquinha Sabor Coco Vilma Caixa Com 15 Unidades de 330 Gramas| 44,09
Biscoito Rosquinha Sabor Coco Vilma Caixa Com 6 Unidades de 800 Gramas| 35,03
Biscoito Rosquinha Sabor Leite Barbieri 800 Gramas| 7,35
Biscoito Rosquinha Sabor Leite Vilma 800 Gramas| 6,26
Biscoito Rosquinha Sabor Leite Vilma Caixa Com 15 Unidades de 330 Gramas| 46,53
Biscoito Rosquinha Sabor Leite Vilma Caixa Com 6 Unidades de 800 Gramas| 35,03
Biscoito Wafer Com Recheio Sabor Chocolate Krokero 125 Gramas| 1,47
Biscoito Wafer Sabor Chocolate Vilma Caixa Com 40 Unidades de 125 Gramas| 70,97
Biscoito Wafer Sabor Limão Vilma Caixa Com 40 Unidades de 125 Gramas| 75,87
Biscoito Wafer Sabor Morango Vilma Caixa Com 40 Unidades de 125 Gramas| 55,53
Biscoitos Amanteigados Beijinho Com Recheio de Goiabada Antonela 5 Kg| 78,09
Biscoitos Palito de Coco Com Cobertura de Chocolate Antonella 4 Kg| 69,80
Bobina Picotada Fundo Reto 20X30 Cm Hiper Roll Com 700 Unidades| 11,17
Bobina Picotada Fundo Reto 20X35 Cm Phx Smart Com  500 Unidades| 10,48
Bobina Picotada Fundo Reto 25X35 Cm Phx Smart Com 500 Unidades| 12,31
Bobina Picotada Fundo Reto 30X40 Cm Hiper Roll Com 700 Unidades| 22,29
Bobina Picotada Fundo Reto 30X40 Cm Phx Smart Com 500 Unidades| 16,91
Bobina Picotada Fundo Reto 35X45 Cm Hiper Roll Com 500 Unidades| 23,89
Bobina Picotada Fundo Reto 35X45 Cm Phx Smart Com 500 Unidades| 19,15
Bobina Picotada Fundo Reto 40X60 Cm Hiper Roll Com 400 Unidades| 29,10
Bobina Picotada Fundo Reto 40X60 Cm Kromasa Com 300 Unidades| 20,35
Bobina Picotada Fundo Reto 40X60 Cm Phx Smart Com 400 Unidades| 21,80
Brilha Alumínio Brilhex 500 Ml| 1,50
Broinha de Fubá Com Queijo Congelado Tia Tânia 1 Kg| 16,53
Café + Forte Fino Grão 10 Unidades 500 Gramas| 88,09
Café + Forte Fino Grão 20 Unidades  250 Gramas| 88,09
Café Com Leite Em Cápsula 3 Corações 10 Unidades 9 Gramas| 15,72
Café Espresso Chocolate Com Caramelo Em Cápsula 3 Corações 10 Unidades de 10 Gramas| 16,32
Café Expresso Ameno Em Cápsula 3 Corações 10 Unidades de 8 Gramas| 15,21
Café Expresso Atento Em Cápsula 3 Coraçoes 10 Unidades de 8 Gramas| 15,21
Café Expresso Decaf Em Cápsula 3 Corações 10 Unidades 8 Gramas| 15,21
Café Expresso Em Grãos Melitta 1 Kg| 36,60
Café Expresso Pleno Em Cápsula 3 Corações 10 Unidades de 8 Gramas| 15,21
Café Expresso Supremo Em Cápsula 3 Corações 10 Unidades de 8 Gramas| 15,21
Café Expresso Vibrante Em Cápsula 3 Corações 10 Unidades de 8 Gramas| 15,21
Café Extra Forte 3 Corações 10 Unidades de 500 Gramas| 103,20
Café Extra Forte 3 Corações 20 Unidades de 250 Gramas| 103,20
Café Extra Forte A Vácuo Melitta 20 Unidades de 250 Gramas| 109,60
Café Extra Forte A Vácuo Melitta 20 Unidades de 500 Gramas| 219,20
Café Extra Forte Barão 10 Unidades de 500 Gramas| 85,92
Café Extra Forte Café da Roça 10 Unidades de 500 Gramas| 81,38
Café Extra Forte Dom Pedro 10 Unidades de 500 Gramas| 85,31
Café Extra Forte Fino Grão 10 Unidades de 500 Gramas| 91,49
Café Extra Forte Fino Grão 20 Unidades de 250 Gramas| 91,49
Café Filtrado Clássico Em Cápsula 3 Corações 10 Unidades de 7,5 Gramas| 15,21
Café Fort 3 Corações 10 Unidades de 500 Gramas| 88,73
Café Fort 3 Corações 20 Unidades de 250 Gramas| 88,73
Café Forte D+ Barão 10 Unidades de 500 Gramas| 81,63
Café Solúvel 3 Corações 100 Gramas| 10,63
Café Solúvel 3 Corações 200 Gramas| 22,97
Café Solúvel Sachet Melitta 200 Gramas| 10,68
Café Tradicional 3 Corações 10 Unidades de 500 Gramas| 103,20
Café Tradicional 3 Corações 20 Unidades de 250 Gramas| 103,20
Café Tradicional A Vácuo Café da Roça 500 Gramas| 8,61
Café Tradicional A Vácuo Melitta 20 Unidades de 250 Gramas| 109,60
Café Tradicional A Vácuo Melitta 20 Unidades de 500 Gramas| 219,20
Café Tradicional A Vácuo Melitta 250 Gramas| 5,48
Café Tradicional Barão 10 Unidades de 500 Gramas| 85,92
Café Tradicional Café da Roça 10 Unidades de 500 Gramas| 81,38
Café Tradicional Dom Pedro 10 Unidades de 500 Gramas| 85,31
Café Tradicional Fino Grão 10 Unidades de 500 Gramas| 91,49
Café Tradicional Fino Grão 20 Unidades de 250 Gramas| 91,49
Café Tradicional Melitta 1 Kg| 20,14
Café Tradicional Melitta 10 Unidades de 500 Gramas| 109,60
Canela Em Casca Pachá 250 Gramas| 6,26
Canela Em Casca Temperatta 250 Gramas| 6,06
Canela Em Pó Kitano 500 Gramas| 9,82
Canela Em Pó Lg Foods 500 Gramas| 15,89
Canela Em Pó Pachá 12 Unidades de 30 Gramas| 28,61
Canjica Branca Já Cozida Vapza 500 Gramas| 5,17
Canjica de Milho Branca Pachá 10 Unidades de 500 Gramas| 16,86
Canjiquinha Pachá 10 Unidades de 500 Gramas| 11,06
Canjiquinha Xerém Fina Sinhá 20 Unidades de 500 Gramas| 16,33
Canudinho Para Rechear Kero Mais Com 40 Unidades| 8,79
Cappuccino Classic Pote 3 Corações 200 Gramas| 8,30
Cappuccino Diet Pote 3 Corações 150 Gramas| 9,24
Cappuccino Em Cápsula 3 Corações 10 Unidades 11 Gramas| 15,63
Cappuccino Light Pronto 3 Corações 12 Unidades de 187 Ml| 27,96
Cappuccino Sabor Chocolate Pronto 3 Corações 12 Unidades de 187 Ml| 27,96
Cappuccino Zero Açúcar Linea 180 Gramas| 8,50
Carne Bovina Em Tiras Já Cozida Com Molho Vapza 400 Gramas| 18,16
Carne Bovina Seca Já Cozida e Desfiada Com Sal Vapza 400 Gramas| 25,89
Carpaccio Bovino Congelado Sem Osso Aleal 250 Gramas| 24,04
Carvão Vegetal de Eucalipto Miúza 10 Kg| 26,91
Carvão Vegetal de Eucalipto Premium Brasa Certa 10 Kg| 26,80
Catchup Com Mel Hellmann´S Squeeze 380 Gramas| 8,23
Catchup Habanero Cepêra 400 Gramas| 5,27
Catchup Hellmann's Squeeze 380 Gramas| 5,65
Catchup Picante Bonare Goiás Verde 390 Gramas| 4,23
Catchup Picante Pirata 400 Gramas| 4,14
Catchup Tradicional Bonare Goiás Verde 390 Gramas| 4,45
Catchup Tradicional Heinz 397 Gramas| 9,03
Catchup Tradicional Heinz 567 Gramas| 11,37
Catchup Tradicional Pirata 400 Gramas| 4,14
Catchup Zero Açúcar Bonare Goiás Verde 390 Gramas| 4,46
Cera Líquida Incolor Brilhowax Ingleza 850 Ml| 6,90
Cereal Choco Boll Bolinhas de Milho Sabor Chocolate Alca Foods 1 Kg| 14,38
Chá de Camomila e Mel Lipton 10 Saquinhos de 1,2 Gramas| 6,74
Chá de Camomila Lipton 10 Saquinhos de 1 Gramas| 6,74
Chá de Camomila Real 5 Caixas Com 10 Saquinhos de 1 Grama| 9,37
Chá de Camomila Twinings 10 Saquinhos de 1 Gramas| 7,83
Chá de Camomila, Mel e Baunilha Twinings 10 Saquinhos de 1,5 Gramas| 9,17
Chá de Erva Doce Nacional Twinings 10 Saquinhos de 2 Gramas| 7,67
Chá de Frutas Silvestres Twinings 10 Saquinhos de 2 Gramas| 9,17
Chá de Frutas Vermelhas Lipton 10 Saquinhos de 1,5 Gramas| 6,74
Chá de Hortelã Em Cápsula 3 Corações 10 Unidades de 2,5 Gramas| 15,13
Chá de Hortelã Twinings 10 Saquinhos de 1,75 Gramas| 7,83
Chá de Limão e Gengibre Twinings 10 Saquinhos de 1,5 Gramas| 9,17
Chá Mate Sabor Limão Real 5 Caixas Com 20 Saquinhos de 1,6 Gramas| 11,94
Chá Mate Sabor Natural Real 5 Caixas Com 20 Saquinhos de 1,6 Gramas| 11,99
Chá Mate Sabor Natural Real 5 Caixas de 100 Gramas| 11,87
Chá Mate Sabor Natural Real 5 Caixas de 250 Gramas| 21,06
Chá Misto de Camomila e Com Sabor Mel Real 5 Caixas Com 10 Saquinhos de 1,4 Gramas| 13,60
Chá Misto de Limão e Gengibre Com Sabor Mel Real 5 Caixas Com 10 Saquinhos de 1,4 Gramas| 12,19
Chá Misto de Maçã Com Canela Real 5 Caixas Com 10 Saquinhos de 1,5 Gramas| 16,51
Chá Misto de Morango Real 5 Caixas Com 10 Saquinhos de 1,5 Gramas| 17,48
Chá Misto Suave Noite Real 5 Caixas Com 10 Saquinhos de 1,5 Gramas| 12,73
Chá Preto Earl Grey Twinings 10 Saquinhos de 2 Gramas| 9,17
Chá Preto English Breakfast Lipton 10 Saquinhos de 2 Gramas| 6,74
Chá Preto English Breakfast Twinings 10 Saquinhos de 2 Gramas| 9,17
Chá Preto Frutas Vermelhas Twinings 10 Saquinhos de 2 Gramas| 9,17
Chá Preto Indian Chai Twinings 10 Saquinhos de 2 Gramas| 9,17
Chá Preto Lady Grey Twinings 10 Saquinhos de 2 Gramas| 9,17
Chá Sabor Capim Cidreira Real 5 Caixas Com 10 Saquinhos de 1 Grama| 8,14
Chá Sabor Erva Doce Real 5 Caixas Com 10 Saquinhos de 1,5 Gramas| 10,62
Chá Sabor Hortelã Real 5 Caixas Com 10 Saquinhos de 1 Grama| 8,14
Chá Verde e Hortelã Twinings 10 Saquinhos de 2 Gramas| 9,17
Chá Verde Real 5 Caixas Com 10 Saquinhos de 1,5 Gramas| 12,41
